customer_no,timestamp,customer_no,location,before
tu1010,2019-09-03 18:03:00,tu1010,spices,dairy
tu1010,2019-09-03 18:04:00,tu1010,spices,spices
tu1010,2019-09-03 18:05:00,tu1010,spices,spices
tu1010,2019-09-03 18:06:00,tu1010,spices,spices
tu1010,2019-09-03 18:07:00,tu1010,spices,spices
tu1010,2019-09-03 18:08:00,tu1010,fruit,spices
tu1010,2019-09-03 18:09:00,tu1010,drinks,fruit
tu1010,2019-09-03 18:10:00,tu1010,drinks,drinks
tu1010,2019-09-03 18:11:00,tu1010,checkout,drinks
tu1011,2019-09-03 17:58:00,tu1011,dairy,entrance
tu1011,2019-09-03 17:59:00,tu1011,checkout,dairy
tu1012,2019-09-03 17:58:00,tu1012,spices,entrance
tu1012,2019-09-03 17:59:00,tu1012,fruit,spices
tu1012,2019-09-03 18:00:00,tu1012,checkout,fruit
tu1013,2019-09-03 17:58:00,tu1013,fruit,entrance
tu1013,2019-09-03 17:59:00,tu1013,drinks,fruit
tu1013,2019-09-03 18:00:00,tu1013,drinks,drinks
tu1013,2019-09-03 18:01:00,tu1013,drinks,drinks
tu1013,2019-09-03 18:02:00,tu1013,drinks,drinks
tu1013,2019-09-03 18:03:00,tu1013,drinks,drinks
tu1013,2019-09-03 18:04:00,tu1013,drinks,drinks
tu1013,2019-09-03 18:05:00,tu1013,spices,drinks
tu1013,2019-09-03 18:06:00,tu1013,drinks,spices
tu1013,2019-09-03 18:07:00,tu1013,drinks,drinks
tu1013,2019-09-03 18:08:00,tu1013,drinks,drinks
tu1013,2019-09-03 18:09:00,tu1013,drinks,drinks
tu1013,2019-09-03 18:10:00,tu1013,drinks,drinks
tu1013,2019-09-03 18:11:00,tu1013,drinks,drinks
tu1013,2019-09-03 18:12:00,tu1013,checkout,drinks
tu1014,2019-09-03 18:01:00,tu1014,dairy,entrance
tu1014,2019-09-03 18:02:00,tu1014,dairy,dairy
tu1014,2019-09-03 18:03:00,tu1014,dairy,dairy
tu1014,2019-09-03 18:04:00,tu1014,spices,dairy
tu1014,2019-09-03 18:05:00,tu1014,spices,spices
tu1014,2019-09-03 18:06:00,tu1014,dairy,spices
tu1014,2019-09-03 18:07:00,tu1014,dairy,dairy
tu1014,2019-09-03 18:08:00,tu1014,dairy,dairy
tu1014,2019-09-03 18:09:00,tu1014,dairy,dairy
tu1014,2019-09-03 18:10:00,tu1014,dairy,dairy
tu1014,2019-09-03 18:11:00,tu1014,dairy,dairy
tu1014,2019-09-03 18:12:00,tu1014,dairy,dairy
tu1014,2019-09-03 18:13:00,tu1014,dairy,dairy
tu1014,2019-09-03 18:14:00,tu1014,checkout,dairy
tu1015,2019-09-03 18:01:00,tu1015,drinks,entrance
tu1015,2019-09-03 18:02:00,tu1015,drinks,drinks
tu1015,2019-09-03 18:03:00,tu1015,checkout,drinks
tu1016,2019-09-03 18:01:00,tu1016,dairy,entrance
tu1016,2019-09-03 18:02:00,tu1016,dairy,dairy
tu1016,2019-09-03 18:03:00,tu1016,dairy,dairy
tu1016,2019-09-03 18:04:00,tu1016,dairy,dairy
tu1016,2019-09-03 18:05:00,tu1016,dairy,dairy
tu1016,2019-09-03 18:06:00,tu1016,dairy,dairy
tu1016,2019-09-03 18:07:00,tu1016,dairy,dairy
tu1016,2019-09-03 18:08:00,tu1016,spices,dairy
tu1016,2019-09-03 18:09:00,tu1016,drinks,spices
tu1016,2019-09-03 18:10:00,tu1016,drinks,drinks
tu1016,2019-09-03 18:11:00,tu1016,fruit,drinks
tu1016,2019-09-03 18:12:00,tu1016,fruit,fruit
tu1016,2019-09-03 18:13:00,tu1016,fruit,fruit
tu1016,2019-09-03 18:14:00,tu1016,checkout,fruit
tu1017,2019-09-03 18:01:00,tu1017,fruit,entrance
tu1017,2019-09-03 18:02:00,tu1017,fruit,fruit
tu1017,2019-09-03 18:03:00,tu1017,fruit,fruit
tu1017,2019-09-03 18:04:00,tu1017,fruit,fruit
tu1017,2019-09-03 18:05:00,tu1017,fruit,fruit
tu1017,2019-09-03 18:06:00,tu1017,checkout,fruit
tu1018,2019-09-03 18:01:00,tu1018,dairy,entrance
tu1018,2019-09-03 18:02:00,tu1018,dairy,dairy
tu1018,2019-09-03 18:03:00,tu1018,dairy,dairy
tu1018,2019-09-03 18:04:00,tu1018,dairy,dairy
tu1018,2019-09-03 18:05:00,tu1018,fruit,dairy
tu1018,2019-09-03 18:06:00,tu1018,checkout,fruit
tu1019,2019-09-03 18:01:00,tu1019,drinks,entrance
tu1019,2019-09-03 18:02:00,tu1019,drinks,drinks
tu1019,2019-09-03 18:03:00,tu1019,drinks,drinks
tu1019,2019-09-03 18:04:00,tu1019,drinks,drinks
tu1019,2019-09-03 18:05:00,tu1019,fruit,drinks
tu1019,2019-09-03 18:06:00,tu1019,fruit,fruit
tu1019,2019-09-03 18:07:00,tu1019,dairy,fruit
tu1019,2019-09-03 18:08:00,tu1019,dairy,dairy
tu1019,2019-09-03 18:09:00,tu1019,dairy,dairy
tu1019,2019-09-03 18:10:00,tu1019,dairy,dairy
tu1019,2019-09-03 18:11:00,tu1019,dairy,dairy
tu1019,2019-09-03 18:12:00,tu1019,dairy,dairy
tu1019,2019-09-03 18:13:00,tu1019,checkout,dairy
tu102,2019-09-03 07:57:00,tu102,drinks,entrance
tu102,2019-09-03 07:58:00,tu102,drinks,drinks
tu102,2019-09-03 07:59:00,tu102,checkout,drinks
tu1020,2019-09-03 18:01:00,tu1020,drinks,entrance
tu1020,2019-09-03 18:02:00,tu1020,drinks,drinks
tu1020,2019-09-03 18:03:00,tu1020,spices,drinks
tu1020,2019-09-03 18:04:00,tu1020,spices,spices
tu1020,2019-09-03 18:05:00,tu1020,drinks,spices
tu1020,2019-09-03 18:06:00,tu1020,checkout,drinks
tu1021,2019-09-03 18:02:00,tu1021,drinks,entrance
tu1021,2019-09-03 18:03:00,tu1021,drinks,drinks
tu1021,2019-09-03 18:04:00,tu1021,drinks,drinks
tu1021,2019-09-03 18:05:00,tu1021,spices,drinks
tu1021,2019-09-03 18:06:00,tu1021,spices,spices
tu1021,2019-09-03 18:07:00,tu1021,spices,spices
tu1021,2019-09-03 18:08:00,tu1021,spices,spices
tu1021,2019-09-03 18:09:00,tu1021,dairy,spices
tu1021,2019-09-03 18:10:00,tu1021,dairy,dairy
tu1021,2019-09-03 18:11:00,tu1021,dairy,dairy
tu1021,2019-09-03 18:12:00,tu1021,dairy,dairy
tu1021,2019-09-03 18:13:00,tu1021,fruit,dairy
tu1021,2019-09-03 18:14:00,tu1021,drinks,fruit
tu1021,2019-09-03 18:15:00,tu1021,checkout,drinks
tu1022,2019-09-03 18:03:00,tu1022,dairy,entrance
tu1022,2019-09-03 18:04:00,tu1022,dairy,dairy
tu1022,2019-09-03 18:05:00,tu1022,dairy,dairy
tu1022,2019-09-03 18:06:00,tu1022,dairy,dairy
tu1022,2019-09-03 18:07:00,tu1022,dairy,dairy
tu1022,2019-09-03 18:08:00,tu1022,spices,dairy
tu1022,2019-09-03 18:09:00,tu1022,checkout,spices
tu1023,2019-09-03 18:03:00,tu1023,spices,entrance
tu1023,2019-09-03 18:04:00,tu1023,dairy,spices
tu1023,2019-09-03 18:05:00,tu1023,checkout,dairy
tu1024,2019-09-03 18:04:00,tu1024,dairy,entrance
tu1024,2019-09-03 18:05:00,tu1024,checkout,dairy
tu1025,2019-09-03 18:04:00,tu1025,fruit,entrance
tu1025,2019-09-03 18:05:00,tu1025,fruit,fruit
tu1025,2019-09-03 18:06:00,tu1025,fruit,fruit
tu1025,2019-09-03 18:07:00,tu1025,drinks,fruit
tu1025,2019-09-03 18:08:00,tu1025,drinks,drinks
tu1025,2019-09-03 18:09:00,tu1025,drinks,drinks
tu1025,2019-09-03 18:10:00,tu1025,drinks,drinks
tu1025,2019-09-03 18:11:00,tu1025,drinks,drinks
tu1025,2019-09-03 18:12:00,tu1025,spices,drinks
tu1025,2019-09-03 18:13:00,tu1025,dairy,spices
tu1025,2019-09-03 18:14:00,tu1025,dairy,dairy
tu1025,2019-09-03 18:15:00,tu1025,dairy,dairy
tu1025,2019-09-03 18:16:00,tu1025,dairy,dairy
tu1025,2019-09-03 18:17:00,tu1025,drinks,dairy
tu1025,2019-09-03 18:18:00,tu1025,drinks,drinks
tu1025,2019-09-03 18:19:00,tu1025,drinks,drinks
tu1025,2019-09-03 18:20:00,tu1025,drinks,drinks
tu1025,2019-09-03 18:21:00,tu1025,fruit,drinks
tu1025,2019-09-03 18:22:00,tu1025,fruit,fruit
tu1025,2019-09-03 18:23:00,tu1025,fruit,fruit
tu1025,2019-09-03 18:24:00,tu1025,checkout,fruit
tu1026,2019-09-03 18:04:00,tu1026,dairy,entrance
tu1026,2019-09-03 18:05:00,tu1026,dairy,dairy
tu1026,2019-09-03 18:06:00,tu1026,dairy,dairy
tu1026,2019-09-03 18:07:00,tu1026,dairy,dairy
tu1026,2019-09-03 18:08:00,tu1026,dairy,dairy
tu1026,2019-09-03 18:09:00,tu1026,checkout,dairy
tu1027,2019-09-03 18:04:00,tu1027,fruit,entrance
tu1027,2019-09-03 18:05:00,tu1027,checkout,fruit
tu1028,2019-09-03 18:04:00,tu1028,fruit,entrance
tu1028,2019-09-03 18:05:00,tu1028,fruit,fruit
tu1028,2019-09-03 18:06:00,tu1028,fruit,fruit
tu1028,2019-09-03 18:07:00,tu1028,checkout,fruit
tu1029,2019-09-03 18:06:00,tu1029,fruit,entrance
tu1029,2019-09-03 18:07:00,tu1029,fruit,fruit
tu1029,2019-09-03 18:08:00,tu1029,checkout,fruit
tu103,2019-09-03 07:59:00,tu103,dairy,entrance
tu103,2019-09-03 08:00:00,tu103,dairy,dairy
tu103,2019-09-03 08:01:00,tu103,dairy,dairy
tu103,2019-09-03 08:02:00,tu103,dairy,dairy
tu103,2019-09-03 08:03:00,tu103,dairy,dairy
tu103,2019-09-03 08:04:00,tu103,dairy,dairy
tu103,2019-09-03 08:05:00,tu103,dairy,dairy
tu103,2019-09-03 08:06:00,tu103,dairy,dairy
tu103,2019-09-03 08:07:00,tu103,dairy,dairy
tu103,2019-09-03 08:08:00,tu103,dairy,dairy
tu103,2019-09-03 08:09:00,tu103,dairy,dairy
tu103,2019-09-03 08:10:00,tu103,dairy,dairy
tu103,2019-09-03 08:11:00,tu103,checkout,dairy
tu1030,2019-09-03 18:07:00,tu1030,spices,entrance
tu1030,2019-09-03 18:08:00,tu1030,spices,spices
tu1030,2019-09-03 18:09:00,tu1030,spices,spices
tu1030,2019-09-03 18:10:00,tu1030,spices,spices
tu1030,2019-09-03 18:11:00,tu1030,spices,spices
tu1030,2019-09-03 18:12:00,tu1030,spices,spices
tu1030,2019-09-03 18:13:00,tu1030,checkout,spices
tu1031,2019-09-03 18:08:00,tu1031,fruit,entrance
tu1031,2019-09-03 18:09:00,tu1031,fruit,fruit
tu1031,2019-09-03 18:10:00,tu1031,fruit,fruit
tu1031,2019-09-03 18:11:00,tu1031,fruit,fruit
tu1031,2019-09-03 18:12:00,tu1031,fruit,fruit
tu1031,2019-09-03 18:13:00,tu1031,checkout,fruit
tu1032,2019-09-03 18:08:00,tu1032,dairy,entrance
tu1032,2019-09-03 18:09:00,tu1032,dairy,dairy
tu1032,2019-09-03 18:10:00,tu1032,dairy,dairy
tu1032,2019-09-03 18:11:00,tu1032,dairy,dairy
tu1032,2019-09-03 18:12:00,tu1032,dairy,dairy
tu1032,2019-09-03 18:13:00,tu1032,dairy,dairy
tu1032,2019-09-03 18:14:00,tu1032,checkout,dairy
tu1033,2019-09-03 18:08:00,tu1033,dairy,entrance
tu1033,2019-09-03 18:09:00,tu1033,dairy,dairy
tu1033,2019-09-03 18:10:00,tu1033,dairy,dairy
tu1033,2019-09-03 18:11:00,tu1033,checkout,dairy
tu1034,2019-09-03 18:09:00,tu1034,dairy,entrance
tu1034,2019-09-03 18:10:00,tu1034,dairy,dairy
tu1034,2019-09-03 18:11:00,tu1034,dairy,dairy
tu1034,2019-09-03 18:12:00,tu1034,spices,dairy
tu1034,2019-09-03 18:13:00,tu1034,fruit,spices
tu1034,2019-09-03 18:14:00,tu1034,checkout,fruit
tu1035,2019-09-03 18:11:00,tu1035,dairy,entrance
tu1035,2019-09-03 18:12:00,tu1035,fruit,dairy
tu1035,2019-09-03 18:13:00,tu1035,fruit,fruit
tu1035,2019-09-03 18:14:00,tu1035,fruit,fruit
tu1035,2019-09-03 18:15:00,tu1035,fruit,fruit
tu1035,2019-09-03 18:16:00,tu1035,fruit,fruit
tu1035,2019-09-03 18:17:00,tu1035,fruit,fruit
tu1035,2019-09-03 18:18:00,tu1035,checkout,fruit
tu1036,2019-09-03 18:11:00,tu1036,spices,entrance
tu1036,2019-09-03 18:12:00,tu1036,dairy,spices
tu1036,2019-09-03 18:13:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:14:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:15:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:16:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:17:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:18:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:19:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:20:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:21:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:22:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:23:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:24:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:25:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:26:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:27:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:28:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:29:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:30:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:31:00,tu1036,spices,dairy
tu1036,2019-09-03 18:32:00,tu1036,dairy,spices
tu1036,2019-09-03 18:33:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:34:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:35:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:36:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:37:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:38:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:39:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:40:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:41:00,tu1036,dairy,dairy
tu1036,2019-09-03 18:42:00,tu1036,fruit,dairy
tu1036,2019-09-03 18:43:00,tu1036,checkout,fruit
tu1037,2019-09-03 18:11:00,tu1037,fruit,entrance
tu1037,2019-09-03 18:12:00,tu1037,checkout,fruit
tu1038,2019-09-03 18:11:00,tu1038,fruit,entrance
tu1038,2019-09-03 18:12:00,tu1038,checkout,fruit
tu1039,2019-09-03 18:12:00,tu1039,fruit,entrance
tu1039,2019-09-03 18:13:00,tu1039,dairy,fruit
tu1039,2019-09-03 18:14:00,tu1039,dairy,dairy
tu1039,2019-09-03 18:15:00,tu1039,dairy,dairy
tu1039,2019-09-03 18:16:00,tu1039,checkout,dairy
tu104,2019-09-03 07:59:00,tu104,spices,entrance
tu104,2019-09-03 08:00:00,tu104,spices,spices
tu104,2019-09-03 08:01:00,tu104,spices,spices
tu104,2019-09-03 08:02:00,tu104,spices,spices
tu104,2019-09-03 08:03:00,tu104,spices,spices
tu104,2019-09-03 08:04:00,tu104,spices,spices
tu104,2019-09-03 08:05:00,tu104,dairy,spices
tu104,2019-09-03 08:06:00,tu104,checkout,dairy
tu1040,2019-09-03 18:12:00,tu1040,fruit,entrance
tu1040,2019-09-03 18:13:00,tu1040,fruit,fruit
tu1040,2019-09-03 18:14:00,tu1040,fruit,fruit
tu1040,2019-09-03 18:15:00,tu1040,fruit,fruit
tu1040,2019-09-03 18:16:00,tu1040,dairy,fruit
tu1040,2019-09-03 18:17:00,tu1040,dairy,dairy
tu1040,2019-09-03 18:18:00,tu1040,dairy,dairy
tu1040,2019-09-03 18:19:00,tu1040,spices,dairy
tu1040,2019-09-03 18:20:00,tu1040,checkout,spices
tu1041,2019-09-03 18:15:00,tu1041,dairy,entrance
tu1041,2019-09-03 18:16:00,tu1041,fruit,dairy
tu1041,2019-09-03 18:17:00,tu1041,fruit,fruit
tu1041,2019-09-03 18:18:00,tu1041,spices,fruit
tu1041,2019-09-03 18:19:00,tu1041,spices,spices
tu1041,2019-09-03 18:20:00,tu1041,dairy,spices
tu1041,2019-09-03 18:21:00,tu1041,drinks,dairy
tu1041,2019-09-03 18:22:00,tu1041,drinks,drinks
tu1041,2019-09-03 18:23:00,tu1041,drinks,drinks
tu1041,2019-09-03 18:24:00,tu1041,drinks,drinks
tu1041,2019-09-03 18:25:00,tu1041,drinks,drinks
tu1041,2019-09-03 18:26:00,tu1041,drinks,drinks
tu1041,2019-09-03 18:27:00,tu1041,checkout,drinks
tu1042,2019-09-03 18:15:00,tu1042,fruit,entrance
tu1042,2019-09-03 18:16:00,tu1042,checkout,fruit
tu1043,2019-09-03 18:17:00,tu1043,spices,entrance
tu1043,2019-09-03 18:18:00,tu1043,checkout,spices
tu1044,2019-09-03 18:17:00,tu1044,spices,entrance
tu1044,2019-09-03 18:18:00,tu1044,drinks,spices
tu1044,2019-09-03 18:19:00,tu1044,checkout,drinks
tu1045,2019-09-03 18:17:00,tu1045,fruit,entrance
tu1045,2019-09-03 18:18:00,tu1045,fruit,fruit
tu1045,2019-09-03 18:19:00,tu1045,drinks,fruit
tu1045,2019-09-03 18:20:00,tu1045,drinks,drinks
tu1045,2019-09-03 18:21:00,tu1045,drinks,drinks
tu1045,2019-09-03 18:22:00,tu1045,drinks,drinks
tu1045,2019-09-03 18:23:00,tu1045,checkout,drinks
tu1046,2019-09-03 18:17:00,tu1046,spices,entrance
tu1046,2019-09-03 18:18:00,tu1046,drinks,spices
tu1046,2019-09-03 18:19:00,tu1046,drinks,drinks
tu1046,2019-09-03 18:20:00,tu1046,dairy,drinks
tu1046,2019-09-03 18:21:00,tu1046,fruit,dairy
tu1046,2019-09-03 18:22:00,tu1046,checkout,fruit
tu1047,2019-09-03 18:19:00,tu1047,fruit,entrance
tu1047,2019-09-03 18:20:00,tu1047,checkout,fruit
tu1048,2019-09-03 18:19:00,tu1048,fruit,entrance
tu1048,2019-09-03 18:20:00,tu1048,dairy,fruit
tu1048,2019-09-03 18:21:00,tu1048,dairy,dairy
tu1048,2019-09-03 18:22:00,tu1048,dairy,dairy
tu1048,2019-09-03 18:23:00,tu1048,drinks,dairy
tu1048,2019-09-03 18:24:00,tu1048,checkout,drinks
tu1049,2019-09-03 18:19:00,tu1049,drinks,entrance
tu1049,2019-09-03 18:20:00,tu1049,drinks,drinks
tu1049,2019-09-03 18:21:00,tu1049,drinks,drinks
tu1049,2019-09-03 18:22:00,tu1049,drinks,drinks
tu1049,2019-09-03 18:23:00,tu1049,checkout,drinks
tu105,2019-09-03 08:01:00,tu105,fruit,entrance
tu105,2019-09-03 08:02:00,tu105,dairy,fruit
tu105,2019-09-03 08:03:00,tu105,dairy,dairy
tu105,2019-09-03 08:04:00,tu105,dairy,dairy
tu105,2019-09-03 08:05:00,tu105,dairy,dairy
tu105,2019-09-03 08:06:00,tu105,fruit,dairy
tu105,2019-09-03 08:07:00,tu105,dairy,fruit
tu105,2019-09-03 08:08:00,tu105,dairy,dairy
tu105,2019-09-03 08:09:00,tu105,checkout,dairy
